co_cid,no_agravo,nu_prazo_encerramento
N73.9,DOENCA INFLAMATORIA NAO ESPECIFICADA DA PELVE FEMININA,0
N74,TRANSTORNOS INFLAMATORIOS DA PELVE FEMININA EM DOENCAS CLASSIFICADAS EM OUTRA PARTE,0
N74.0,TUBERCULOSE DO COLO DO UTERO (A18.1+),0
N74.1,TUBERCULOSE DA PELVE FEMININA (A18.1+),0
N74.2,"SIFILIS PELVICA FEMININA (A51.4+,A52.7+)",0
N74.3,INFECCAO GONOCOCICA PELVICA FEMININA (A54.2+),0
N74.4,INFECCAO PELVICA FEMININA POR CLAMIDIA (A56.1+),0
N74.8,INFLAMACAO PELVICA FEMININA EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE,0
N75,DOENCAS DA GLANDULA DE BARTHOLIN,0
N75.0,CISTO DA GLANDULA DE BARTHOLIN,0
N75.1,ABSCESSO DA GLANDULA DE BARTHOLIN,0
N75.8,OUTRAS DOENCAS DA GLANDULA DE BARTHOLIN,0
N75.9,DOENCA NAO ESPECIFICADA DA GLANDULA DE BARTHOLIN,0
N76.0,VAGINITE AGUDA,0
N76.1,VAGINITE SUBAGUDA E CRONICA,0
N76.2,VULVITE AGUDA,0
N76.3,VULVITE SUBAGUDA E CRONICA,0
N76.4,ABSCESSO VULVAR,0
N76.5,ULCERACAO VAGINAL,0
N76.6,ULCERACAO VULVAR,0
N76.8,OUTRAS INFLAMACOES ESPECIFICADAS DA VAGINA E DA VULVA,0
N77,ULCERACAO E INFLAMACAO VULVOVAGINAIS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE,0
N48.5,SINDROME DA ULCERA GENITAL (EXCLUIDO HERPES GENITAL),0
N72,SINDROME DO CORRIMENTO CERVICAL EM MULHERES,0
N77.1,"VAGINITE,VULVITE E VULVOVAGINITE EM DOENCAS INFECCIOSAS E PARASITARIAS CLASSIFICADAS EM OUTRA PARTE",0
N77.8,ULCERACAO E INFLAMACAO VULVOVAGINAIS EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE,0
N80.0,ENDOMETRIOSE DO UTERO,0
N80.1,ENDOMETRIOSE DO OVARIO,0
N80.2,ENDOMETRIOSE DA TROMPA DE FALOPIO,0
N80.3,ENDOMETRIOSE DO PERITONIO PELVICO,0
N80.4,ENDOMETRIOSE DO SEPTO RETOVAGINAL E DA VAGINA,0
N80.5,ENDOMETRIOSE DO INTESTINO,0
N80.6,ENDOMETRIOSE EM CICATRIZ CUTANEA,0
N80.8,OUTRA ENDOMETRIOSE,0
N80.9,ENDOMETRIOSE NAO ESPECIFICADA,0
N81,PROLAPSO GENITAL FEMININO,0
N81.0,URETROCELE FEMININA,0
N81.1,CISTOCELE,0
N81.2,PROLAPSO UTEROVAGINAL INCOMPLETO,0
N81.3,PROLAPSO UTEROVAGINAL COMPLETO,0
N81.4,PROLAPSO UTEROVAGINAL NAO ESPECIFICADO,0
N81.5,ENTEROCELE VAGINAL,0
N81.6,RETOCELE,0
N81.8,OUTRO PROLAPSO GENITAL FEMININO,0
N81.9,PROLAPSO GENITAL FEMININO NAO ESPECIFICADO,0
N82,FISTULAS DO TRATO GENITAL FEMININO,0
N82.0,FISTULA VESICOVAGINAL,0
N82.1,OUTRAS FISTULAS DO TRATO GENITURINARIO FEMININO,0
N82.2,FISTULA VAGINA-INTESTINO DELGADO,0
N82.3,FISTULA VAGINA-COLON,0
N82.5,FISTULA GENITOCUTANEA FEMININA,0
N82.8,OUTRAS FISTULAS DO TRATO GENITAL FEMININO,0
N82.9,FISTULAS NAO ESPECIFICADAS DO TRATO GENITAL FEMININO,0
N83,"TRANSTORNOS NAO-INFLAMATORIOS DO OVARIO,DA TROMPA DE FALOPIO E DO LIGAMENTO LARGO",0
N83.0,CISTO FOLICULAR DO OVARIO,0
N83.1,CISTO DO CORPO LUTEO,0
N83.2,OUTROS CISTOS OVARIANOS E OS NAO ESPECIFICADOS,0
N83.3,ATROFIA ADQUIRIDA DO OVARIO E DA TROMPA DE FALOPIO,0
N83.4,PROLAPSO E HERNIA DO OVARIO E DA TROMPA DE FALOPIO,0
N83.5,"TORCAO DO OVARIO,DO PEDICULO OVARIANO E DA TROMPA DE FALOPIO",0
N83.6,HEMATOSSALPINGE,0
N83.7,HEMATOMA DO LIGAMENTO LARGO,0
N83.8,"OUTROS TRANSTORNOS NAO-INFLAMATORIOS DO OVARIO,DA TROMPA DE FALOPIO E DO LIGAMENTO LARGO",0
N83.9,"TRANSTORNOS NAO-INFLAMATORIOS DO OVARIO,DA TROMPA DE FALOPIO E DO LIGAMENTO LARGO,NAO ESPECIFICADOS",0
N84,POLIPO DO TRATO GENITAL FEMININO,0
N84.0,POLIPO DO CORPO DO UTERO,0
N84.1,POLIPO DO COLO DO UTERO,0
N84.2,POLIPO DA VAGINA,0
N84.3,POLIPO DA VULVA,0
N84.8,POLIPO DE OUTRAS PARTES DO TRATO GENITAL FEMININO,0
N84.9,POLIPO DO TRATO GENITAL FEMININO NAO ESPECIFICADO,0
N85,"OUTROS TRANSTORNOS NAO-INFLAMATORIOS DO UTERO,EXCETO DO COLO DO UTERO",0
N85.0,HIPERPLASIA GLANDULAR ENDOMETRIAL,0
N85.1,HIPERPLASIA ADENOMATOSA ENDOMETRIAL,0
N85.2,HIPERTROFIA DO UTERO,0
N85.3,SUBINVOLUCAO DO UTERO,0
N85.4,POSICAO ANORMAL DO UTERO,0
N85.5,INVERSAO DO UTERO,0
N85.6,SINEQUIAS INTRA-UTERINAS,0
N85.9,"TRANSTORNOS NAO-INFLAMATORIOS DO UTERO,NAO ESPECIFICADOS",0
N86,EROSAO E ECTROPIO DO COLO DO UTERO,0
N87,DISPLASIA DO COLO DO UTERO,0
N87.0,DISPLASIA CERVICAL LEVE,0
N87.1,DISPLASIA CERVICAL MODERADA,0
N87.2,"DISPLASIA CERVICAL GRAVE,NAO CLASSIFICADA EM OUTRA PARTE",0
N87.9,"DISPLASIA DO COLO DO UTERO,NAO ESPECIFICADA",0
N88,OUTROS TRANSTORNOS NAO-INFLAMATORIOS DO COLO DO UTERO,0
N88.0,LEUCOPLASIA DO COLO DO UTERO,0
N88.1,LACERACAO ANTIGA DO COLO DO UTERO,0
N88.2,ESTREITAMENTO E ESTENOSE DO COLO DO UTERO,0
N88.3,INCOMPETENCIA DO COLO DO UTERO,0
N88.4,ALONGAMENTO HIPERTROFICO DO COLO DO UTERO,0
N88.8,OUTROS TRANSTORNOS NAO-INFLAMATORIOS ESPECIFICADOS DO COLO DO UTERO,0
N88.9,TRANSTORNO NAO-INFLAMATORIO E NAO ESPECIFICADO DO COLO DO UTERO,0
N89,OUTROS TRANSTORNOS NAO-INFLAMATORIOS DA VAGINA,0
N89.0,DISPLASIA VAGINAL LEVE,0
N89.1,DISPLASIA VAGINAL MODERADA,0
N89.2,"DISPLASIA VAGINAL GRAVE,NAO CLASSIFICADA EM OUTRA PARTE",0
N89.3,"DISPLASIA DA VAGINA,NAO ESPECIFICADA",0
N89.4,LEUCOPLASIA DA VAGINA,0
N89.5,ESTREITAMENTO E ATRESIA DA VAGINA,0
N89.6,ANEL HIMENAL APERTADO,0
N89.7,HEMATOCOLPOS,0
N89.9,"TRANSTORNO NAO-INFLAMATORIO DA VAGINA,NAO ESPECIFICADO",0
N90,OUTROS TRANSTORNOS NAO-INFLAMATORIOS DA VULVA E DO PERINEO,0
N90.0,DISPLASIA VULVAR LEVE,0
N90.1,DISPLASIA VULVAR MODERADA,0
N90.2,"DISPLASIA VULVAR GRAVE,NAO CLASSIFICADA EM OUTRA PARTE",0
N90.3,"DISPLASIA DE VULVA,NAO ESPECIFICADA",0
N90.4,LEUCOPLASIA DE VULVA,0
N90.5,ATROFIA DA VULVA,0
N90.6,HIPERTROFIA DA VULVA,0
N90.7,CISTO VULVAR,0
N90.8,OUTROS TRANSTORNOS NAO-INFLAMATORIOS ESPECIFICADOS DA VULVA E DO PERINEO,0
N90.9,TRANSTORNO NAO-INFLAMATORIO E NAO ESPECIFICADO DA VULVA E DO PERINEO,0
N91.1,AMENORREIA SECUNDARIA,0
N91.2,"AMENORREIA,NAO ESPECIFICADA",0
N91.3,OLIGOMENORREIA PRIMARIA,0
N91.4,OLIGOMENORREIA SECUNDARIA,0
N91.5,"OLIGOMENORREIA,NAO ESPECIFICADA",0
N92.0,MENSTRUACAO EXCESSIVA E FREQUENTE COM CICLO REGULAR,0
N92.1,MENSTRUACAO EXCESSIVA E FREQUENTE COM CICLO IRREGULAR,0
N92.3,SANGRAMENTO DA OVULACAO,0
N92.4,SANGRAMENTO ABUNDANTE NA PRE-MENOPAUSA,0
N92.5,OUTROS TIPOS ESPECIFICADOS DE IRREGULARIDADE DA MENSTRUACAO,0
N92.6,"MENSTRUACAO IRREGULAR,NAO ESPECIFICADA",0
N93,OUTROS SANGRAMENTOS ANORMAIS DO UTERO E DA VAGINA,0
N93.0,SANGRAMENTOS POS-COITO OU DE CONTATO,0
N93.8,OUTROS SANGRAMENTOS ANORMAIS ESPECIFICADOS DO UTERO E DA VAGINA,0
N93.9,"SANGRAMENTO ANORMAL DO UTERO OU DA VAGINA,NAO ESPECIFICADO",0
N94.0,OVULACAO DOLOROSA [MITTELSCHMERZ],0
N94.1,DISPAREUNIA,0
N94.2,VAGINISMO,0
N94.3,SINDROME DE TENSAO PRE-MENSTRUAL,0
N94.4,DISMENORREIA PRIMARIA,0
N94.5,DISMENORREIA SECUNDARIA,0
N94.6,DISMENORREIA NAO ESPECIFICADA,0
N94.8,OUTRAS AFECCOES ESPECIFICADAS ASSOCIADAS COM OS ORGAOS GENITAIS FEMININOS E COM O CICLO MENSTRUAL,0
N94.9,AFECCOES NAO ESPECIFICADAS ASSOCIADAS COM OS ORGAOS GENITAIS FEMININOS E COM O CICLO MENSTRUAL,0
N95.0,SANGRAMENTO POS-MENOPAUSA,0
N95.1,ESTADO DA MENOPAUSA E DO CLIMATERIO FEMININO,0
N95.2,VAGINITE ATROFICA POS-MENOPAUSA,0
N95.3,CONDICOES ASSOCIADAS COM A MENOPAUSA ARTIFICIAL,0
N95.8,OUTROS TRANSTORNOS ESPECIFICADOS DA MENOPAUSA E DA PERIMENOPAUSA,0
N95.9,TRANSTORNO NAO ESPECIFICADO DA MENOPAUSA E DA PERIMENOPAUSA,0
N97.0,INFERTILIDADE FEMININA ASSOCIADA A ANOVULACAO,0
N97.1,INFERTILIDADE FEMININA DE ORIGEM TUBARIA,0
N97.2,INFERTILIDADE FEMININA DE ORIGEM UTERINA,0
N97.3,INFERTILIDADE FEMININA DE ORIGEM CERVICAL,0
N97.4,INFERTILIDADE FEMININA ASSOCIADA A FATORES DO PARCEIRO,0
N97.5,INFERTILIDADE FEMININA DE OUTRA ORIGEM,0
N97.9,INFERTILIDADE FEMININA NAO ESPECIFICADA,0
N98,COMPLICACOES ASSOCIADAS A FECUNDACAO ARTIFICIAL,0
N98.0,INFECCAO ASSOCIADA A INSEMINACAO ARTIFICIAL,0
N98.1,HIPERESTIMULACAO DOS OVARIOS,0
N98.2,COMPLICACOES RELACIONADAS COM A TENTATIVA DE INTRODUCAO DO OVULO FECUNDADO ARTIFICIALMENTE (IN VITRO),0
N98.3,COMPLICACOES RELACIONADAS COM A TENTATIVA DE TRANSFERENCIA DO EMBRIAO,0
N98.8,OUTRAS COMPLICACOES ASSOCIADAS A FECUNDACAO ARTIFICIAL,0
N98.9,COMPLICACOES NAO ESPECIFICADAS ASSOCIADAS A FECUNDACAO ARTIFICIAL,0
N99,TRANSTORNOS DO TRATO GENITURINARIO POS-PROCEDIMENTOS NAO CLASSIFICADOS EM OUTRA PARTE,0
N99.0,INSUFICIENCIA RENAL POS-PROCEDIMENTOS,0
N99.1,ESTREITAMENTO DE URETRA POS-PROCEDIMENTOS,0
N99.2,ADERENCIAS POS-OPERATORIAS DA VAGINA,0
N99.3,PROLAPSO DE CUPULA DE VAGINA POS-HISTERECTOMIA,0
N99.4,ADERENCIAS DO PERITONIO PELVICO POS-PROCEDIMENTOS,0
N99.5,MAU FUNCIONAMENTO DE ABERTURA EXTERNA (ESTOMA) DO TRATO URINARIO,0
N99.8,OUTROS TRANSTORNOS POS-PROCEDIMENTOS DO APARELHO GENITURINARIO,0
N99.9,TRANSTORNO POS-PROCEDIMENTO NAO ESPECIFICADO DO APARELHO GENITURINARIO,0
O00.0,GRAVIDEZ ABDOMINAL,0
O00.1,GRAVIDEZ TUBARIA,0
O00.2,GRAVIDEZ OVARIANA,0
O00.8,OUTRAS FORMAS DE GRAVIDEZ ECTOPICA,0
O00.9,"GRAVIDEZ ECTOPICA,NAO ESPECIFICADA",0
O01,MOLA HIDATIFORME,0
O01.0,MOLA HIDATIFORME CLASSICA,0
O01.1,MOLA HIDATIFORME INCOMPLETA OU PARCIAL,0
O01.9,MOLA HIDATIFORME NAO ESPECIFICADA,0
O02,OUTROS PRODUTOS ANORMAIS DA CONCEPCAO,0
O02.9,"PRODUTO ANORMAL DA CONCEPCAO,NAO ESPECIFICADO",0
O03,ABORTO ESPONTANEO,0
O03.1,"ABORTO ESPONTANEO - INCOMPLETO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O03.2,"ABORTO ESPONTANEO - INCOMPLETO,COMPLICADO POR EMBOLIA",0
O03.3,"ABORTO ESPONTANEO - INCOMPLETO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O03.4,"ABORTO ESPONTANEO - INCOMPLETO,SEM COMPLICACOES",0
O03.5,"ABORTO ESPONTANEO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR INFECCOES DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O03.6,"ABORTO ESPONTANEO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O03.7,"ABORTO ESPONTANEO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR EMBOLIA",0
O03.8,"ABORTO ESPONTANEO - COMPLETO OU NAO ESPECIFICADO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O03.9,"ABORTO ESPONTANEO - COMPLETO OU NAO ESPECIFICADO,SEM COMPLICACOES",0
O04.0,"ABORTO POR RAZOES MEDICAS E LEGAIS - INCOMPLETO,COMPLICADO POR INFECCAO DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O04.1,"ABORTO POR RAZOES MEDICAS E LEGAIS - INCOMPLETO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O04.2,"ABORTO POR RAZOES MEDICAS E LEGAIS - INCOMPLETO,COMPLICADO POR EMBOLIA",0
O04.3,"ABORTO POR RAZOES MEDICAS E LEGAIS - INCOMPLETO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O04.4,"ABORTO POR RAZOES MEDICAS E LEGAIS - INCOMPLETO,SEM COMPLICACOES",0
O04.5,"ABORTO POR RAZOES MEDICAS E LEGAIS - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR INFECCOES DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O04.6,"ABORTO POR RAZOES MEDICAS E LEGAIS - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O04.7,"ABORTO POR RAZOES MEDICAS E LEGAIS - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR EMBOLIA",0
O04.8,"ABORTO POR RAZOES MEDICAS E LEGAIS - COMPLETO OU NAO ESPECIFICADO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O04.9,"ABORTO POR RAZOES MEDICAS E LEGAIS - COMPLETO OU NAO ESPECIFICADO,SEM COMPLICACOES",0
O05.0,"OUTROS TIPOS DE ABORTO - INCOMPLETO,COMPLICADO POR INFECCAO DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O05.1,"OUTROS TIPOS DE ABORTO - INCOMPLETO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O05.2,"OUTROS TIPOS DE ABORTO - INCOMPLETO,COMPLICADO POR EMBOLIA",0
O05.3,"OUTROS TIPOS DE ABORTO - INCOMPLETO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O05.4,"OUTROS TIPOS DE ABORTO - INCOMPLETO,SEM COMPLICACOES",0
O05.5,"OUTROS TIPOS DE ABORTO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR INFECCOES DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O05.6,"OUTROS TIPOS DE ABORTO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O05.7,"OUTROS TIPOS DE ABORTO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR EMBOLIA",0
O05.8,"OUTROS TIPOS DE ABORTO - COMPLETO OU NAO ESPECIFICADO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O05.9,"OUTROS TIPOS DE ABORTO - COMPLETO OU NAO ESPECIFICADO,SEM COMPLICACOES",0
O06,ABORTO NAO ESPECIFICADO,0
O06.0,"ABORTO NAO ESPECIFICADO - INCOMPLETO,COMPLICADO POR INFECCAO DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O06.1,"ABORTO NAO ESPECIFICADO - INCOMPLETO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O06.2,"ABORTO NAO ESPECIFICADO - INCOMPLETO,COMPLICADO POR EMBOLIA",0
O06.3,"ABORTO NAO ESPECIFICADO - INCOMPLETO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O06.4,"ABORTO NAO ESPECIFICADO - INCOMPLETO,SEM COMPLICACOES",0
O06.6,"ABORTO NAO ESPECIFICADO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR HEMORRAGIA EXCESSIVA OU TARDIA",0
O06.7,"ABORTO NAO ESPECIFICADO - COMPLETO OU NAO ESPECIFICADO,COMPLICADO POR EMBOLIA",0
O06.8,"ABORTO NAO ESPECIFICADO - COMPLETO OU NAO ESPECIFICADO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O06.9,"ABORTO NAO ESPECIFICADO - COMPLETO OU NAO ESPECIFICADO,SEM COMPLICACOES",0
O07,FALHA DE TENTATIVA DE ABORTO,0
O07.0,"FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS,COMPLICADO POR INFECCAO DO TRATO GENITAL OU DOS ORGAOS PELVICOS",0
O07.1,"FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS,COMPLICADO POR HEMORRAGIA TARDIA OU EXCESSIVA",0
O07.2,"FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS,COMPLICADO POR EMBOLIA",0
O07.3,"FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O07.4,"FALHA DE ABORTO PROVOCADO POR RAZOES MEDICAS,SEM COMPLICACOES",0
O07.5,"OUTRAS FORMAS,E AS NAO ESPECIFICADAS,DE FALHA NA PROVOCACAO DE ABORTO,COMPLICADAS POR INFECCAO DO TRATO GENITAL E POR INFECCAO DOS ORGAOS PELVICOS",0
O07.6,"OUTRAS FORMAS,E AS NAO ESPECIFICADAS,DE FALHA NA PROVOCACAO DE ABORTO,COMPLICADAS POR HEMORRAGIA TARDIA OU EXCESSIVA",0
O07.7,"OUTRAS FORMAS,E AS NAO ESPECIFICADAS,DE FALHA NA PROVOCACAO DE ABORTO,COMPLICADAS POR EMBOLIA",0
O07.8,"OUTRAS FORMAS,E AS NAO ESPECIFICADAS,DE FALHA NA PROVOCACAO DE ABORTO,COM OUTRAS COMPLICACOES OU COM COMPLICACOES NAO ESPECIFICADAS",0
O71.7,HEMATOMA OBSTETRICO DA PELVE,0
O08,COMPLICACOES CONSEQUENTES A ABORTO E GRAVIDEZ ECTOPICA OU MOLAR,0
O08.0,INFECCAO DO TRATO GENITAL E DOS ORGAOS PELVICOS CONSEQUENTE A ABORTO E GRAVIDEZ ECTOPICA E MOLAR,0
O08.1,HEMORRAGIA TARDIA OU EXCESSIVA CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.2,EMBOLIA CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.3,CHOQUE CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.4,INSUFICIENCIA RENAL CONSEQUENTE A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.5,DISTURBIOS METABOLICOS CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.6,LESAO A ORGAOS E A TECIDOS PELVICOS CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.7,OUTRAS COMPLICACOES VENOSAS CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.8,OUTRAS COMPLICACOES CONSEQUENTES A ABORTO E A GRAVIDEZ ECTOPICA E MOLAR,0
O08.9,"COMPLICACOES CONSEQUENTES A ABORTO E GRAVIDEZ ECTOPICA E MOLAR,NAO ESPECIFICADAS",0
O10,"HIPERTENSAO PRE-EXISTENTE COMPLICANDO A GRAVIDEZ,O PARTO E O PUERPERIO",0
O10.1,"DOENCA CARDIACA HIPERTENSIVA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ,O PARTO E O PUERPERIO",0
O10.2,"DOENCA RENAL HIPERTENSIVA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ,O PARTO E O PUERPERIO",0
O10.3,"DOENCA CARDIACA E RENAL HIPERTENSIVA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ,O PARTO E O PUERPERIO",0
O10.4,"HIPERTENSAO SECUNDARIA PRE-EXISTENTE COMPLICANDO A GRAVIDEZ,O PARTO E O PUERPERIO",0
O10.9,"HIPERTENSAO PRE-EXISTENTE NAO ESPECIFICADA,COMPLICANDO A GRAVIDEZ,O PARTO E O PUERPERIO",0
O11,DISTURBIO HIPERTENSIVO PRE-EXISTENTE COM PROTEINURIA SUPERPOSTA,0
O12,"EDEMA E PROTEINURIA GESTACIONAIS [INDUZIDOS PELA GRAVIDEZ],SEM HIPERTENSAO",0
O12.0,EDEMA GESTACIONAL,0
O12.1,PROTEINURIA GESTACIONAL,0
O12.2,EDEMA GESTACIONAL COM PROTEINURIA,0
O30.2,GRAVIDEZ QUADRIGEMELAR,0
O13,HIPERTENSAO GESTACIONAL [INDUZIDA PELA GRAVIDEZ] SEM PROTEINURIA SIGNIFICATIVA,0
O14,HIPERTENSAO GESTACIONAL [INDUZIDA PELA GRAVIDEZ] COM PROTEINURIA SIGNIFICATIVA,0
O14.0,PRE-ECLAMPSIA MODERADA,0
O14.1,PRE-ECLAMPSIA GRAVE,0
O14.9,PRE-ECLAMPSIA NAO ESPECIFICADA,0
O15,ECLAMPSIA,0
O15.0,ECLAMPSIA NA GRAVIDEZ,0
O15.1,ECLAMPSIA NO TRABALHO DE PARTO,0
O15.2,ECLAMPSIA NO PUERPERIO,0
O15.9,ECLAMPSIA NAO ESPECIFICADA QUANTO AO PERIODO,0
O16,HIPERTENSAO MATERNA NAO ESPECIFICADA,0
O20,HEMORRAGIA DO INICIO DA GRAVIDEZ,0
O20.0,AMEACA DE ABORTO,0
O20.8,OUTRAS HEMORRAGIAS DO INICIO DA GRAVIDEZ,0
O20.9,"HEMORRAGIA DO INICIO DA GRAVIDEZ,NAO ESPECIFICADA",0
O21,VOMITOS EXCESSIVOS NA GRAVIDEZ,0
O21.0,HIPEREMESE GRAVIDICA LEVE,0
O21.1,HIPEREMESE GRAVIDICA COM DISTURBIO METABOLICO,0
O21.2,VOMITOS TARDIOS DA GRAVIDEZ,0
O21.8,OUTRAS FORMAS DE VOMITOS COMPLICANDO A GRAVIDEZ,0
O21.9,"VOMITOS DA GRAVIDEZ,NAO ESPECIFICADOS",0
O22,COMPLICACOES VENOSAS NA GRAVIDEZ,0
O22.0,VARIZES DOS MEMBROS INFERIORES NA GRAVIDEZ,0
O22.1,VARIZES GENITAIS NA GRAVIDEZ,0
O22.2,TROMBOFLEBITE SUPERFICIAL NA GRAVIDEZ,0
O22.3,FLEBOTROMBOSE PROFUNDA NA GRAVIDEZ,0
O22.4,HEMORROIDAS NA GRAVIDEZ,0
O22.5,TROMBOSE VENOSA CEREBRAL NA GRAVIDEZ,0
O22.8,OUTRAS COMPLICACOES VENOSAS NA GRAVIDEZ,0
O22.9,"COMPLICACOES VENOSAS NA GRAVIDEZ,NAO ESPECIFICADAS",0
O23,INFECCOES DO TRATO GENITURINARIO NA GRAVIDEZ,0
O23.0,INFECCOES DO RIM NA GRAVIDEZ,0
O23.1,INFECCOES DA BEXIGA NA GRAVIDEZ,0
O23.2,INFECCOES DA URETRA NA GRAVIDEZ,0
O23.3,INFECCOES DE OUTRAS PARTES DO TRATO URINARIO NA GRAVIDEZ,0
O23.4,INFECCAO NAO ESPECIFICADA DO TRATO URINARIO NA GRAVIDEZ,0
O23.5,INFECCOES DO TRATO GENITAL NA GRAVIDEZ,0
O23.9,OUTRAS INFECCOES E AS NAO ESPECIFICADAS DO TRATO URINARIO NA GRAVIDEZ,0
O24,DIABETES MELLITUS NA GRAVIDEZ,0
O24.0,"DIABETES MELLITUS PRE-EXISTENTE,INSULINO-DEPENDENTE",0
O24.1,"DIABETES MELLITUS PRE-EXISTENTE,NAO-INSULINO-DEPENDENTE",0
O24.3,"DIABETES MELLITUS PRE-EXISTENTE,NAO ESPECIFICADO",0
O24.4,DIABETES MELLITUS QUE SURGE DURANTE A GRAVIDEZ,0
O24.9,"DIABETES MELLITUS NA GRAVIDEZ,NAO ESPECIFICADO",0
O25,DESNUTRICAO NA GRAVIDEZ,0
O26,ASSISTENCIA MATERNA POR OUTRAS COMPLICACOES LIGADAS PREDOMINANTEMENTE A GRAVIDEZ,0
O26.0,GANHO EXCESSIVO DE PESO NA GRAVIDEZ,0
O26.1,GANHO DE PESO INSUFICIENTE NA GRAVIDEZ,0
O26.4,HERPES GESTACIONAL,0
O26.5,SINDROME DA HIPOTENSAO MATERNA,0
O26.6,"TRANSTORNOS DO FIGADO NA GRAVIDEZ,NO PARTO E NO PUERPERIO",0
O26.7,"SUBLUXACAO DA SINFISE (PUBICA) NA GRAVIDEZ,PARTO E PUERPERIO",0
O26.8,"OUTRAS AFECCOES ESPECIFICADAS,LIGADAS A GRAVIDEZ",0
O28,ACHADOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.0,ACHADOS HEMATOLOGICOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.1,ACHADOS BIOQUIMICOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.2,ACHADOS CITOLOGICOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.3,ACHADOS ULTRASSONOGRAFICOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.4,ACHADOS RADIOLOGICOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.5,ACHADOS CROMOSSOMICOS E GENETICOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
O28.8,OUTROS ACHADOS ANORMAIS DO RASTREAMENTO [SCREENING] ANTENATAL DA MAE,0
